date,cash_type,card,money,coffee_name
08/2024,card,ANON-0000-0000-0371,23.02,Cortado
08/2024,card,ANON-0000-0000-0555,27.92,Americano with Milk
08/2024,card,ANON-0000-0000-0556,18.12,Espresso
08/2024,card,ANON-0000-0000-0557,27.92,Americano with Milk
08/2024,card,ANON-0000-0000-0141,23.02,Cortado
08/2024,card,ANON-0000-0000-0141,23.02,Cortado
09/2024,card,ANON-0000-0000-0141,23.02,Cortado
09/2024,card,ANON-0000-0000-0558,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0181,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0181,23.02,Americano
09/2024,card,ANON-0000-0000-0559,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0560,32.82,Latte
09/2024,card,ANON-0000-0000-0385,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0561,32.82,Latte
09/2024,card,ANON-0000-0000-0562,32.82,Latte
09/2024,card,ANON-0000-0000-0563,32.82,Latte
09/2024,card,ANON-0000-0000-0425,32.82,Latte
09/2024,card,ANON-0000-0000-0564,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0565,32.82,Latte
09/2024,card,ANON-0000-0000-0566,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0567,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0179,32.82,Cocoa
09/2024,card,ANON-0000-0000-0568,23.02,Americano
09/2024,card,ANON-0000-0000-0568,23.02,Americano
09/2024,card,ANON-0000-0000-0569,32.82,Cocoa
09/2024,card,ANON-0000-0000-0168,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0570,32.82,Latte
09/2024,card,ANON-0000-0000-0571,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0571,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0572,32.82,Cocoa
09/2024,card,ANON-0000-0000-0572,32.82,Cocoa
09/2024,card,ANON-0000-0000-0385,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0573,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0574,32.82,Latte
09/2024,card,ANON-0000-0000-0575,32.82,Cocoa
09/2024,card,ANON-0000-0000-0576,23.02,Cortado
09/2024,card,ANON-0000-0000-0333,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0333,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0333,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0467,32.82,Latte
09/2024,card,ANON-0000-0000-0467,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0577,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0510,32.82,Latte
09/2024,card,ANON-0000-0000-0019,23.02,Americano
09/2024,card,ANON-0000-0000-0578,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0565,32.82,Latte
09/2024,card,ANON-0000-0000-0579,32.82,Latte
09/2024,card,ANON-0000-0000-0579,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0580,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0097,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0494,32.82,Latte
09/2024,card,ANON-0000-0000-0385,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0581,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0019,23.02,Americano
09/2024,card,ANON-0000-0000-0582,32.82,Latte
09/2024,card,ANON-0000-0000-0583,32.82,Latte
09/2024,card,ANON-0000-0000-0584,23.02,Americano
09/2024,card,ANON-0000-0000-0585,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0586,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0586,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0587,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0588,23.02,Americano
09/2024,card,ANON-0000-0000-0588,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0040,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0040,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0582,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0425,32.82,Latte
09/2024,card,ANON-0000-0000-0589,23.02,Americano
09/2024,card,ANON-0000-0000-0590,18.12,Espresso
09/2024,card,ANON-0000-0000-0590,32.82,Latte
09/2024,card,ANON-0000-0000-0591,32.82,Hot Chocolate
09/2024,card,ANON-0000-0000-0095,18.12,Espresso
09/2024,card,ANON-0000-0000-0467,18.12,Espresso
09/2024,card,ANON-0000-0000-0283,32.82,Latte
09/2024,card,ANON-0000-0000-0507,32.82,Latte
09/2024,card,ANON-0000-0000-0592,32.82,Latte
09/2024,card,ANON-0000-0000-0543,23.02,Cortado
09/2024,card,ANON-0000-0000-0543,23.02,Cortado
09/2024,card,ANON-0000-0000-0593,23.02,Cortado
09/2024,card,ANON-0000-0000-0276,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0276,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0141,23.02,Cortado
09/2024,card,ANON-0000-0000-0594,23.02,Americano
09/2024,card,ANON-0000-0000-0595,18.12,Espresso
09/2024,card,ANON-0000-0000-0595,18.12,Espresso
09/2024,card,ANON-0000-0000-0596,32.82,Latte
09/2024,card,ANON-0000-0000-0012,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0019,23.02,Americano
09/2024,card,ANON-0000-0000-0012,18.12,Espresso
09/2024,card,ANON-0000-0000-0597,32.82,Latte
09/2024,card,ANON-0000-0000-0019,23.02,Americano
09/2024,card,ANON-0000-0000-0012,18.12,Espresso
09/2024,card,ANON-0000-0000-0283,32.82,Cocoa
09/2024,card,ANON-0000-0000-0283,32.82,Latte
09/2024,card,ANON-0000-0000-0283,32.82,Latte
09/2024,card,ANON-0000-0000-0598,32.82,Latte
09/2024,card,ANON-0000-0000-0598,32.82,Latte
09/2024,card,ANON-0000-0000-0141,23.02,Cortado
09/2024,card,ANON-0000-0000-0543,23.02,Cortado
09/2024,card,ANON-0000-0000-0543,23.02,Cortado
09/2024,card,ANON-0000-0000-0543,23.02,Cortado
09/2024,card,ANON-0000-0000-0486,23.02,Cortado
09/2024,card,ANON-0000-0000-0347,23.02,Americano
09/2024,card,ANON-0000-0000-0599,32.82,Latte
09/2024,card,ANON-0000-0000-0582,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0599,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0570,32.82,Latte
09/2024,card,ANON-0000-0000-0583,32.82,Latte
09/2024,card,ANON-0000-0000-0583,32.82,Hot Chocolate
09/2024,card,ANON-0000-0000-0494,32.82,Latte
09/2024,card,ANON-0000-0000-0600,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0601,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0602,32.82,Latte
09/2024,card,ANON-0000-0000-0603,18.12,Espresso
09/2024,card,ANON-0000-0000-0604,32.82,Latte
09/2024,card,ANON-0000-0000-0604,23.02,Americano
09/2024,card,ANON-0000-0000-0605,32.82,Latte
09/2024,card,ANON-0000-0000-0507,32.82,Latte
09/2024,card,ANON-0000-0000-0268,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0606,32.82,Latte
09/2024,card,ANON-0000-0000-0607,32.82,Hot Chocolate
09/2024,card,ANON-0000-0000-0608,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0543,23.02,Cortado
09/2024,card,ANON-0000-0000-0543,23.02,Cortado
09/2024,card,ANON-0000-0000-0609,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0610,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0611,32.82,Latte
09/2024,card,ANON-0000-0000-0611,32.82,Latte
09/2024,card,ANON-0000-0000-0012,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0012,23.02,Americano
09/2024,card,ANON-0000-0000-0612,32.82,Latte
09/2024,card,ANON-0000-0000-0097,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0613,32.82,Latte
09/2024,card,ANON-0000-0000-0614,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0531,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0531,32.82,Latte
09/2024,card,ANON-0000-0000-0531,32.82,Latte
09/2024,card,ANON-0000-0000-0584,23.02,Cortado
09/2024,card,ANON-0000-0000-0347,18.12,Espresso
09/2024,card,ANON-0000-0000-0347,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0615,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0565,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0616,23.02,Cortado
09/2024,card,ANON-0000-0000-0616,23.02,Cortado
09/2024,card,ANON-0000-0000-0141,23.02,Cortado
09/2024,card,ANON-0000-0000-0141,23.02,Cortado
09/2024,card,ANON-0000-0000-0617,32.82,Latte
09/2024,card,ANON-0000-0000-0618,23.02,Americano
09/2024,card,ANON-0000-0000-0618,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0319,23.02,Cortado
09/2024,card,ANON-0000-0000-0570,32.82,Latte
09/2024,card,ANON-0000-0000-0425,32.82,Latte
09/2024,card,ANON-0000-0000-0375,32.82,Latte
09/2024,card,ANON-0000-0000-0619,32.82,Latte
09/2024,card,ANON-0000-0000-0242,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0552,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0543,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0543,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0347,18.12,Espresso
09/2024,card,ANON-0000-0000-0620,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0304,23.02,Americano
09/2024,card,ANON-0000-0000-0141,23.02,Cortado
09/2024,card,ANON-0000-0000-0141,23.02,Cortado
09/2024,card,ANON-0000-0000-0543,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0621,32.82,Latte
09/2024,card,ANON-0000-0000-0584,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0621,32.82,Latte
09/2024,card,ANON-0000-0000-0622,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0623,32.82,Latte
09/2024,card,ANON-0000-0000-0624,32.82,Latte
09/2024,card,ANON-0000-0000-0625,32.82,Latte
09/2024,card,ANON-0000-0000-0626,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0626,32.82,Latte
09/2024,card,ANON-0000-0000-0287,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0097,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0627,23.02,Cortado
09/2024,card,ANON-0000-0000-0621,32.82,Latte
09/2024,card,ANON-0000-0000-0276,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0141,23.02,Cortado
09/2024,card,ANON-0000-0000-0554,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0554,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0620,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0628,18.12,Espresso
09/2024,card,ANON-0000-0000-0628,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0629,32.82,Latte
09/2024,card,ANON-0000-0000-0554,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0630,23.02,Cortado
09/2024,card,ANON-0000-0000-0554,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0630,32.82,Latte
09/2024,card,ANON-0000-0000-0631,32.82,Hot Chocolate
09/2024,card,ANON-0000-0000-0632,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0633,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0634,32.82,Latte
09/2024,card,ANON-0000-0000-0634,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0634,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0635,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0636,32.82,Hot Chocolate
09/2024,card,ANON-0000-0000-0637,32.82,Hot Chocolate
09/2024,card,ANON-0000-0000-0638,32.82,Latte
09/2024,card,ANON-0000-0000-0639,32.82,Latte
09/2024,card,ANON-0000-0000-0040,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0040,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0276,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0627,23.02,Cortado
09/2024,card,ANON-0000-0000-0494,32.82,Latte
09/2024,card,ANON-0000-0000-0004,23.02,Americano
09/2024,card,ANON-0000-0000-0004,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0640,23.02,Cortado
09/2024,card,ANON-0000-0000-0276,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0641,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0333,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0642,32.82,Latte
09/2024,card,ANON-0000-0000-0643,23.02,Americano
09/2024,card,ANON-0000-0000-0287,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0287,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0644,32.82,Latte
09/2024,card,ANON-0000-0000-0644,32.82,Cocoa
09/2024,card,ANON-0000-0000-0543,23.02,Cortado
09/2024,card,ANON-0000-0000-0543,23.02,Cortado
09/2024,card,ANON-0000-0000-0645,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0646,32.82,Latte
09/2024,card,ANON-0000-0000-0507,32.82,Latte
09/2024,card,ANON-0000-0000-0507,32.82,Latte
09/2024,card,ANON-0000-0000-0040,23.02,Americano
09/2024,card,ANON-0000-0000-0040,23.02,Americano
09/2024,card,ANON-0000-0000-0602,32.82,Latte
09/2024,card,ANON-0000-0000-0602,32.82,Latte
09/2024,card,ANON-0000-0000-0647,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0647,23.02,Americano
09/2024,card,ANON-0000-0000-0647,23.02,Americano
09/2024,card,ANON-0000-0000-0648,23.02,Americano
09/2024,card,ANON-0000-0000-0649,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0649,32.82,Latte
09/2024,card,ANON-0000-0000-0650,23.02,Cortado
09/2024,card,ANON-0000-0000-0650,23.02,Cortado
09/2024,card,ANON-0000-0000-0651,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0099,23.02,Americano
09/2024,card,ANON-0000-0000-0276,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0333,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0333,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0510,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0652,32.82,Latte
09/2024,card,ANON-0000-0000-0652,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0653,32.82,Cocoa
09/2024,card,ANON-0000-0000-0654,32.82,Latte
09/2024,card,ANON-0000-0000-0654,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0455,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0455,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0655,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0655,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0637,32.82,Hot Chocolate
09/2024,card,ANON-0000-0000-0637,32.82,Hot Chocolate
09/2024,card,ANON-0000-0000-0656,23.02,Americano
09/2024,card,ANON-0000-0000-0657,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0276,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0141,23.02,Cortado
09/2024,card,ANON-0000-0000-0584,23.02,Americano
09/2024,card,ANON-0000-0000-0573,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0658,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0659,23.02,Americano
09/2024,card,ANON-0000-0000-0507,32.82,Latte
09/2024,card,ANON-0000-0000-0206,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0641,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0641,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0276,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0634,32.82,Latte
09/2024,card,ANON-0000-0000-0634,32.82,Latte
09/2024,card,ANON-0000-0000-0660,32.82,Latte
09/2024,card,ANON-0000-0000-0660,32.82,Latte
09/2024,card,ANON-0000-0000-0661,32.82,Latte
09/2024,card,ANON-0000-0000-0662,23.02,Cortado
09/2024,card,ANON-0000-0000-0510,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0583,32.82,Latte
09/2024,card,ANON-0000-0000-0408,23.02,Americano
09/2024,card,ANON-0000-0000-0408,23.02,Americano
09/2024,card,ANON-0000-0000-0663,32.82,Hot Chocolate
09/2024,card,ANON-0000-0000-0631,32.82,Latte
09/2024,card,ANON-0000-0000-0531,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0531,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0664,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0141,23.02,Cortado
09/2024,card,ANON-0000-0000-0665,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0665,32.82,Latte
09/2024,card,ANON-0000-0000-0666,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0666,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0667,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0667,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0668,23.02,Americano
09/2024,card,ANON-0000-0000-0475,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0570,32.82,Latte
09/2024,card,ANON-0000-0000-0333,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0669,18.12,Espresso
09/2024,card,ANON-0000-0000-0670,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0671,32.82,Latte
09/2024,card,ANON-0000-0000-0672,32.82,Latte
09/2024,card,ANON-0000-0000-0673,32.82,Latte
09/2024,card,ANON-0000-0000-0673,23.02,Cortado
09/2024,card,ANON-0000-0000-0472,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0276,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0141,23.02,Cortado
09/2024,card,ANON-0000-0000-0674,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0333,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0333,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0675,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0676,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0676,23.02,Americano
09/2024,card,ANON-0000-0000-0677,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0678,32.82,Latte
09/2024,card,ANON-0000-0000-0678,32.82,Latte
09/2024,card,ANON-0000-0000-0679,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0680,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0408,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0408,32.82,Cappuccino
09/2024,card,ANON-0000-0000-0681,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0666,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0682,27.92,Americano with Milk
09/2024,card,ANON-0000-0000-0507,35.76,Latte
09/2024,card,ANON-0000-0000-0683,35.76,Latte
09/2024,card,ANON-0000-0000-0684,30.86,Americano with Milk
09/2024,card,ANON-0000-0000-0445,35.76,Latte
09/2024,card,ANON-0000-0000-0685,35.76,Latte
09/2024,card,ANON-0000-0000-0686,35.76,Cappuccino
09/2024,card,ANON-0000-0000-0686,35.76,Cocoa
09/2024,card,ANON-0000-0000-0687,25.96,Cortado
09/2024,card,ANON-0000-0000-0687,35.76,Hot Chocolate
09/2024,card,ANON-0000-0000-0467,25.96,Americano
09/2024,card,ANON-0000-0000-0172,35.76,Cappuccino
09/2024,card,ANON-0000-0000-0172,35.76,Cappuccino
09/2024,card,ANON-0000-0000-0172,35.76,Cappuccino
09/2024,card,ANON-0000-0000-0333,30.86,Americano with Milk
09/2024,card,ANON-0000-0000-0683,35.76,Latte
09/2024,card,ANON-0000-0000-0141,25.96,Cortado
09/2024,card,ANON-0000-0000-0602,35.76,Latte
09/2024,card,ANON-0000-0000-0688,35.76,Latte
09/2024,card,ANON-0000-0000-0689,35.76,Cappuccino
09/2024,card,ANON-0000-0000-0690,35.76,Latte
09/2024,card,ANON-0000-0000-0141,25.96,Cortado
09/2024,card,ANON-0000-0000-0691,25.96,Cortado
09/2024,card,ANON-0000-0000-0692,35.76,Hot Chocolate
09/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
09/2024,card,ANON-0000-0000-0141,25.96,Cortado
09/2024,card,ANON-0000-0000-0693,30.86,Americano with Milk
09/2024,card,ANON-0000-0000-0333,30.86,Americano with Milk
09/2024,card,ANON-0000-0000-0507,35.76,Latte
09/2024,card,ANON-0000-0000-0694,30.86,Americano with Milk
09/2024,card,ANON-0000-0000-0694,25.96,Cortado
09/2024,card,ANON-0000-0000-0631,35.76,Latte
09/2024,card,ANON-0000-0000-0531,30.86,Americano with Milk
09/2024,card,ANON-0000-0000-0633,30.86,Americano with Milk
09/2024,card,ANON-0000-0000-0695,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0696,35.76,Latte
10/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0333,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0333,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0697,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0698,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0698,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0699,25.96,Americano
10/2024,card,ANON-0000-0000-0699,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0637,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0700,25.96,Americano
10/2024,card,ANON-0000-0000-0701,35.76,Latte
10/2024,card,ANON-0000-0000-0702,35.76,Latte
10/2024,card,ANON-0000-0000-0702,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0585,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0703,35.76,Latte
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0375,35.76,Latte
10/2024,card,ANON-0000-0000-0704,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0705,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0706,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0255,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0637,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0637,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0707,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0708,35.76,Cocoa
10/2024,card,ANON-0000-0000-0709,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0710,25.96,Cortado
10/2024,card,ANON-0000-0000-0710,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0637,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0637,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0711,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0712,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0440,25.96,Americano
10/2024,card,ANON-0000-0000-0440,25.96,Americano
10/2024,card,ANON-0000-0000-0004,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0003,25.96,Americano
10/2024,card,ANON-0000-0000-0650,25.96,Cortado
10/2024,card,ANON-0000-0000-0650,25.96,Cortado
10/2024,card,ANON-0000-0000-0713,35.76,Latte
10/2024,card,ANON-0000-0000-0714,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0714,35.76,Cocoa
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0715,35.76,Cocoa
10/2024,card,ANON-0000-0000-0206,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0012,25.96,Americano
10/2024,card,ANON-0000-0000-0012,25.96,Americano
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0195,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0195,25.96,Cortado
10/2024,card,ANON-0000-0000-0716,35.76,Latte
